City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
228,Yinchuan,38.4681,106.2731,18.73,28,84,1.3,CN,2022-01-31 02:45:59
229,Turtas,58.9417,69.1325,6.4,94,100,4.36,RU,2022-01-31 02:45:59
230,Asau,46.4333,26.4,34.72,73,54,13.65,RO,2022-01-31 02:46:00
231,Jungapeo,19.45,-100.4833,63.81,70,2,3.13,MX,2022-01-31 02:46:00
232,Launceston,-41.45,147.1667,83.84,54,16,5.99,AU,2022-01-31 02:46:01
233,Tuktoyaktuk,69.4541,-133.0374,-2.2,84,100,24.16,CA,2022-01-31 02:44:05
234,Constitucion,-35.3333,-72.4167,57.18,79,0,14.07,CL,2022-01-31 02:44:10
235,Bourail,-21.5667,165.4833,85.6,63,97,6.73,NC,2022-01-31 02:46:02
236,Togur,58.3631,82.8265,1.45,98,79,7.05,RU,2022-01-31 02:46:02
237,Cayenne,4.9333,-52.3333,79.09,88,100,1.99,GF,2022-01-31 02:46:03
238,Akdepe,42.0551,59.3788,23.09,75,100,9.55,TM,2022-01-31 02:46:03
239,Dudinka,69.4058,86.1778,-12.87,97,100,8.32,RU,2022-01-31 02:46:03
240,Ambulu,-8.345,113.6058,82.8,76,100,4.36,ID,2022-01-31 02:46:04
241,Santa Isabel Do Rio Negro,-0.4139,-65.0192,76.23,80,98,2.57,BR,2022-01-31 02:46:04
242,Cherskiy,68.75,161.3,-27.76,99,56,1.1,RU,2022-01-31 02:46:05
243,Zabaykalsk,49.6333,117.3167,-4.45,86,13,5.37,RU,2022-01-31 02:46:05
244,Fortuna Foothills,32.6578,-114.4119,66.29,18,0,1.99,US,2022-01-31 02:42:12
245,Broome,42.2506,-75.833,9.99,80,29,4.0,US,2022-01-31 02:46:06
246,Sobolevo,54.4299,31.8996,28.38,98,100,4.65,RU,2022-01-31 02:46:06
247,Mindelo,16.8901,-24.9804,69.35,64,75,23.02,CV,2022-01-31 02:46:07
248,Bambous Virieux,-20.3428,57.7575,79.21,94,40,11.5,MU,2022-01-31 02:46:07
249,Adeje,28.1227,-16.726,62.56,62,1,1.99,ES,2022-01-31 02:46:08
250,Ribeira Grande,38.5167,-28.7,59.45,73,54,20.22,PT,2022-01-31 02:46:09
251,Independence,39.0911,-94.4155,38.05,53,0,1.01,US,2022-01-31 02:44:17
252,Sambava,-14.2667,50.1667,75.85,87,16,8.34,MG,2022-01-31 02:46:09
253,Eldorado,-23.7869,-54.2836,72.28,86,0,4.97,BR,2022-01-31 02:43:01
254,Padang,-0.9492,100.3543,82.45,66,81,0.96,ID,2022-01-31 02:46:10
255,Menongue,-14.6585,17.691,61.18,94,100,3.94,AO,2022-01-31 02:46:11
256,Cockburn Town,21.4612,-71.1419,75.42,75,98,20.18,TC,2022-01-31 02:46:11
257,Brae,60.3964,-1.353,37.31,93,100,31.88,GB,2022-01-31 02:46:12
258,Russell,32.3502,-85.1999,52.83,76,0,3.44,US,2022-01-31 02:46:13
259,Taoudenni,22.6783,-3.9836,67.68,13,79,15.84,ML,2022-01-31 02:46:13
260,La Rioja,42.25,-2.5,33.12,73,0,5.32,ES,2022-01-31 02:46:14
261,Nanortalik,60.1432,-45.2371,21.04,75,100,24.65,GL,2022-01-31 02:45:18
262,Tiznit,29.5833,-9.5,60.87,31,85,13.13,MA,2022-01-31 02:46:15
263,Sioux Lookout,50.1001,-91.917,12.58,79,100,8.05,CA,2022-01-31 02:46:15
264,Aldan,58.6031,125.3894,-6.59,93,100,3.47,RU,2022-01-31 02:46:16
265,Nogales,31.3086,-110.9422,54.97,21,0,6.91,MX,2022-01-31 02:43:20
266,Saint George,37.1041,-113.5841,54.19,25,0,1.99,US,2022-01-31 02:44:04
267,Adrar,20.5022,-10.0711,71.4,13,100,12.41,MR,2022-01-31 02:46:17
268,Clyde River,70.4692,-68.5914,-27.17,75,0,0.0,CA,2022-01-31 02:46:17
269,Kruisfontein,-34.0033,24.7314,63.88,95,83,3.38,ZA,2022-01-31 02:46:18
270,Lavrentiya,65.5833,-171.0,-8.05,93,16,5.41,RU,2022-01-31 02:47:18
271,Torbay,47.6666,-52.7314,35.38,80,100,27.63,CA,2022-01-31 02:46:13
272,Wawa,9.9022,4.4192,71.83,19,100,8.1,NG,2022-01-31 02:47:19
273,Kasongo-Lunda,-6.4667,16.8167,68.77,98,100,1.5,CD,2022-01-31 02:47:19
274,Walvis Bay,-22.9575,14.5053,67.15,88,98,10.36,NA,2022-01-31 02:47:20
275,Pangnirtung,66.1451,-65.7125,-20.74,86,93,5.59,CA,2022-01-31 02:47:20
276,Igarka,67.4667,86.5833,-6.77,96,100,10.33,RU,2022-01-31 02:47:21
277,Caucaia,-3.7361,-38.6531,82.35,77,75,11.5,BR,2022-01-31 02:47:21
278,Atambua,-9.1061,124.8925,78.33,81,87,10.54,ID,2022-01-31 02:47:22
279,Tessalit,20.1986,1.0114,65.39,16,4,8.95,ML,2022-01-31 02:47:22
280,Imbituba,-28.24,-48.6703,74.82,78,42,6.46,BR,2022-01-31 02:47:23
281,Lompoc,34.6391,-120.4579,58.21,85,75,8.05,US,2022-01-31 02:43:52
282,San Cristobal,7.7669,-72.225,66.38,91,74,2.64,VE,2022-01-31 02:47:24
283,Jumla,29.2747,82.1838,43.18,31,0,1.32,NP,2022-01-31 02:47:24
284,Vostok,46.4856,135.8833,1.56,83,19,4.14,RU,2022-01-31 02:47:24
285,Barra Patuca,15.8,-84.2833,72.88,70,99,14.18,HN,2022-01-31 02:47:25
286,Vestmanna,62.1564,-7.1664,32.92,55,100,31.07,FO,2022-01-31 02:47:25
287,Churapcha,62.0025,132.4325,-23.89,96,84,2.21,RU,2022-01-31 02:47:26
288,Pontal Do Parana,-25.6533,-48.5128,74.73,94,92,2.26,BR,2022-01-31 02:47:27
289,Chermoz,58.787,56.1489,12.27,96,100,3.22,RU,2022-01-31 02:47:27
290,Weymouth,42.2209,-70.9398,16.72,77,0,0.0,US,2022-01-31 02:45:29
291,Faanui,-16.4833,-151.75,80.98,69,0,8.52,PF,2022-01-31 02:47:28
292,Zhenlai,45.8495,123.2973,9.05,77,11,3.76,CN,2022-01-31 02:47:28
293,Asyut,27.181,31.1837,44.78,52,5,6.44,EG,2022-01-31 02:47:29
294,Tarakan,3.3,117.6333,83.7,79,75,8.05,ID,2022-01-31 02:47:30
295,Sandwick,60.0,-1.25,37.22,93,100,5.75,GB,2022-01-31 02:47:31
296,Krasnyy Chikoy,50.3643,108.7512,-3.21,94,100,2.06,RU,2022-01-31 02:47:31
297,Bengkulu,-3.8004,102.2655,79.86,76,100,2.3,ID,2022-01-31 02:47:32
298,Sitka,57.0531,-135.33,35.49,75,20,0.0,US,2022-01-31 02:47:32
299,Komsomolskiy,40.4272,71.7189,29.12,93,100,2.3,UZ,2022-01-31 02:47:33
300,Umm Lajj,25.0213,37.2685,62.42,59,100,7.14,SA,2022-01-31 02:47:33
301,Baiyin,36.5583,104.2081,13.08,44,100,2.17,CN,2022-01-31 02:47:34
302,Wabag,-5.4781,143.7021,63.9,85,83,1.97,PG,2022-01-31 02:47:34
303,Amapa,1.0,-52.0,70.72,99,100,1.72,BR,2022-01-31 02:47:34
304,Matara,5.9485,80.5353,78.75,85,20,5.39,LK,2022-01-31 02:47:35
305,Coihaique,-45.5752,-72.0662,49.95,62,0,6.91,CL,2022-01-31 02:47:35
306,Kulhudhuffushi,6.6221,73.07,81.34,77,21,10.92,MV,2022-01-31 02:45:00
307,Hualmay,-11.0964,-77.6139,70.32,85,100,8.25,PE,2022-01-31 02:47:36
308,Caravelas,-17.7125,-39.2481,78.51,87,41,10.83,BR,2022-01-31 02:43:40
309,Kahului,20.8947,-156.47,80.62,61,20,17.27,US,2022-01-31 02:47:37
310,Auki,-8.7676,160.7034,83.5,79,99,5.75,SB,2022-01-31 02:47:38
311,Miyako,39.6367,141.9525,32.11,43,98,13.85,JP,2022-01-31 02:47:38
312,Newport,51.5877,-2.9984,47.25,70,100,4.0,GB,2022-01-31 02:47:38
313,Laohekou,32.3858,111.6678,43.66,63,100,4.63,CN,2022-01-31 02:47:39
314,Yugo-Kamskiy,57.7053,55.5894,12.22,97,95,2.33,RU,2022-01-31 02:47:39
315,Vestmannaeyjar,63.4427,-20.2734,32.59,64,100,32.21,IS,2022-01-31 02:47:40
316,Kholm,59.2667,32.85,22.95,95,100,6.46,RU,2022-01-31 02:47:40
317,Honggang,46.4667,124.8667,6.78,80,12,4.32,CN,2022-01-31 02:47:41
318,Tashigang,27.3331,91.5542,54.3,48,42,1.52,BT,2022-01-31 02:48:41
319,Dawson Creek,55.7666,-120.2362,13.35,79,100,18.41,CA,2022-01-31 02:46:10
320,Berdigestyakh,62.0989,126.6992,-11.42,96,100,6.46,RU,2022-01-31 02:48:42
321,Clovis,36.8252,-119.7029,57.09,63,40,4.61,US,2022-01-31 02:48:42
322,Maldonado,-34.6667,-54.9167,73.22,76,4,10.63,UY,2022-01-31 02:48:43
323,Okha,53.5739,142.9478,9.9,91,100,22.73,RU,2022-01-31 02:48:43
324,Airai,-8.9266,125.4092,71.76,64,91,6.89,TL,2022-01-31 02:45:20
325,Hami,42.8,93.45,24.62,37,88,4.38,CN,2022-01-31 02:48:44
326,Hambantota,6.1241,81.1185,77.34,100,20,5.75,LK,2022-01-31 02:48:44
327,Kutum,14.2,24.6667,49.69,20,2,9.91,SD,2022-01-31 02:45:10
328,Port Elizabeth,-33.918,25.5701,66.49,100,75,4.61,ZA,2022-01-31 02:45:17
329,Kavieng,-2.5744,150.7967,83.46,70,99,2.21,PG,2022-01-31 02:48:45
330,Punta De Bombon,-17.1717,-71.7931,69.71,75,37,4.07,PE,2022-01-31 02:48:46
331,Indapur,18.3,73.25,71.37,42,1,1.72,IN,2022-01-31 02:48:46
332,Ayagoz,47.9714,80.4392,2.34,100,99,2.17,KZ,2022-01-31 02:48:47
333,Kedrovyy,56.1667,91.8167,-16.19,89,43,3.58,RU,2022-01-31 02:48:47
334,Smithers,54.7804,-127.1743,25.12,93,75,3.44,CA,2022-01-31 02:48:48
335,Yellowknife,62.456,-114.3525,-8.59,87,75,8.05,CA,2022-01-31 02:48:48
336,Isiro,2.7739,27.616,63.91,40,100,3.09,CD,2022-01-31 02:48:48
337,Norden,53.6,7.2,37.94,98,100,19.17,DE,2022-01-31 02:48:49
338,Suna,57.8338,50.0588,-0.4,100,99,3.47,RU,2022-01-31 02:48:49
339,Terenos,-20.4422,-54.8603,76.71,83,75,10.36,BR,2022-01-31 02:48:50
340,Flin Flon,54.7682,-101.865,6.82,96,95,5.55,CA,2022-01-31 02:46:10
341,San Patricio,28.017,-97.5169,64.26,77,100,10.83,US,2022-01-31 02:48:51
342,Sharan,54.8167,54.0,20.16,97,96,6.4,RU,2022-01-31 02:48:51
343,Igrim,63.1906,64.4162,-12.03,100,100,3.0,RU,2022-01-31 02:48:52
344,Bolpur,23.6667,87.7167,63.41,48,0,2.39,IN,2022-01-31 02:48:52
345,Cidreira,-30.1811,-50.2056,73.35,72,0,18.28,BR,2022-01-31 02:45:15
346,Ati,13.2154,18.3353,59.25,20,4,11.43,TD,2022-01-31 02:48:53
347,Fonte Boa,-2.4959,-66.2662,72.77,96,73,2.48,BR,2022-01-31 02:48:54
348,Lafiagi,8.8667,5.4167,70.12,14,88,4.07,NG,2022-01-31 02:48:54
349,Monterey,36.2505,-121.2516,51.06,1,13,7.31,US,2022-01-31 02:48:55
350,Ripoll,42.2006,2.1903,42.8,27,0,1.99,ES,2022-01-31 02:48:55
351,Araouane,18.9048,-3.5265,68.04,18,24,11.27,ML,2022-01-31 02:48:56
352,Alcudia,39.8532,3.1214,53.69,48,0,9.48,ES,2022-01-31 02:48:57
353,Bam,29.106,58.357,46.85,37,18,1.81,IR,2022-01-31 02:48:58
354,Yuci,37.6803,112.7319,22.75,33,0,6.71,CN,2022-01-31 02:48:58
355,Bulgan,48.8125,103.5347,-2.04,79,9,2.44,MN,2022-01-31 02:48:59
356,Bougouni,11.417,-7.479,72.05,17,22,5.37,ML,2022-01-31 02:48:59
357,Zeya,53.75,127.2667,7.14,56,22,2.42,RU,2022-01-31 02:49:00
358,Port Moresby,-9.4431,147.1797,83.62,74,75,11.5,PG,2022-01-31 02:49:00
359,Ondjiva,-17.0667,15.7333,68.22,48,100,6.11,AO,2022-01-31 02:49:01
360,Ponta Delgada,37.7333,-25.6667,58.5,77,20,12.66,PT,2022-01-31 02:49:01
361,Urubicha,-15.3833,-62.95,71.53,99,33,3.6,BO,2022-01-31 02:49:02
362,Xinan,26.72,119.8556,47.68,64,52,3.98,CN,2022-01-31 02:50:02
363,Port Hueneme,34.1478,-119.1951,63.63,63,0,0.0,US,2022-01-31 02:50:03
364,Katherine,-14.4667,132.2667,89.92,55,20,21.85,AU,2022-01-31 02:50:03
365,Talas,38.6908,35.5538,25.47,93,75,2.3,TR,2022-01-31 02:50:04
366,Japura,-0.3167,102.35,84.02,73,71,2.59,ID,2022-01-31 02:50:04
367,Dingli,35.8614,14.3822,54.81,82,75,12.66,MT,2022-01-31 02:50:05
368,Ferkessedougou,9.6,-5.2,70.97,18,82,5.61,CI,2022-01-31 02:50:05
369,Katsuura,35.1333,140.3,46.51,35,95,10.16,JP,2022-01-31 02:50:05
370,Lagoa,39.05,-27.9833,58.21,74,25,25.05,PT,2022-01-31 02:46:28
371,Jose Bonifacio,-21.0528,-49.6883,70.86,94,99,6.89,BR,2022-01-31 02:46:48
372,Wakkanai,45.4094,141.6739,19.38,49,40,13.8,JP,2022-01-31 02:50:06
373,Moerai,-22.4333,-151.3333,79.83,75,24,10.74,PF,2022-01-31 02:50:07
374,Kondinskoye,59.6481,67.41,-4.72,100,100,2.73,RU,2022-01-31 02:50:07
375,Mapiripan,2.8892,-72.1256,79.97,43,21,7.29,CO,2022-01-31 02:50:07
376,Luderitz,-26.6481,15.1594,63.32,93,65,6.08,NA,2022-01-31 02:50:08
377,Coquimbo,-29.9533,-71.3436,62.33,88,0,0.0,CL,2022-01-31 02:46:15
378,Nuzvid,16.7833,80.85,65.25,33,2,3.38,IN,2022-01-31 02:50:08
379,Rosario Oeste,-14.8361,-56.4275,72.39,97,100,6.24,BR,2022-01-31 02:50:09
380,Varhaug,58.6147,5.6457,36.9,69,98,14.18,NO,2022-01-31 02:50:09
381,Pevek,69.7008,170.3133,-18.08,99,92,3.18,RU,2022-01-31 02:46:27
382,Concordia,-31.393,-58.0209,70.79,74,0,1.99,AR,2022-01-31 02:48:47
383,Eyl,7.9803,49.8164,73.49,78,91,14.94,SO,2022-01-31 02:50:10
384,Tirumullaivasal,11.2333,79.8333,78.35,73,93,6.67,IN,2022-01-31 02:50:11
385,Kuntaur,13.6667,-14.8833,79.56,14,99,4.63,GM,2022-01-31 02:50:11
386,Ulkan,57.243,107.3223,1.27,96,89,1.36,RU,2022-01-31 02:50:12
387,Kjollefjord,70.9457,27.3465,27.81,72,68,7.54,NO,2022-01-31 02:50:12
388,Lingao,19.9103,109.6859,65.61,90,100,16.69,CN,2022-01-31 02:50:13
389,Acapulco,16.8634,-99.8901,77.47,75,8,4.07,MX,2022-01-31 02:49:12
390,Harer,9.3094,42.1258,54.66,29,56,5.88,ET,2022-01-31 02:50:13
391,Sur,22.5667,59.5289,69.8,65,0,0.74,OM,2022-01-31 02:50:14
392,Annau,37.8876,58.516,29.7,100,0,6.91,TM,2022-01-31 02:50:14
393,Ewa Beach,21.3156,-158.0072,80.55,55,0,8.99,US,2022-01-31 02:50:15
394,Liverpool,53.4106,-2.9779,45.68,79,75,14.0,GB,2022-01-31 02:46:13
395,Jadu,31.953,12.0261,42.13,49,0,7.07,LY,2022-01-31 02:50:15
396,Yumen,40.2833,97.2,16.84,35,100,9.48,CN,2022-01-31 02:50:16
397,Marawi,7.9986,124.2928,74.64,67,100,5.14,PH,2022-01-31 02:50:16
398,East Massapequa,40.6734,-73.4365,25.25,64,20,1.99,US,2022-01-31 02:50:17
399,Nioro,13.35,-15.75,76.8,28,89,6.51,GM,2022-01-31 02:50:17
400,Belaya Gora,68.5333,146.4167,-22.56,97,97,2.37,RU,2022-01-31 02:50:18
401,Ust-Ishim,57.6935,71.1665,7.57,97,100,4.85,RU,2022-01-31 02:50:18
402,Serebryanyy Bor,56.8,124.8,-8.64,94,100,6.69,RU,2022-01-31 02:50:19
403,Jaisalmer,26.9147,70.9181,63.7,32,0,4.09,IN,2022-01-31 02:50:20
404,Kholodnyy,62.7167,147.95,-5.15,95,95,4.65,RU,2022-01-31 02:50:20
405,Jalu,29.0331,21.5482,52.52,69,70,12.21,LY,2022-01-31 02:50:21
406,Batemans Bay,-35.7167,150.1833,88.99,68,77,8.39,AU,2022-01-31 02:50:21
407,Gayny,60.3071,54.3241,-5.71,100,85,2.17,RU,2022-01-31 02:50:22
408,Emerald,-23.5333,148.1667,92.34,43,40,6.91,AU,2022-01-31 02:50:22
409,Faya,18.3851,42.4509,53.71,68,5,5.55,SA,2022-01-31 02:50:23
410,Mlonggo,-6.5333,110.7,84.09,83,100,9.08,ID,2022-01-31 02:50:23
411,Pringsewu,-5.3582,104.9744,75.88,93,100,0.58,ID,2022-01-31 02:50:24
412,Concepcion Del Oro,24.6333,-101.4167,55.36,22,8,1.9,MX,2022-01-31 02:51:24
413,Mehamn,71.0357,27.8492,25.05,73,67,5.1,NO,2022-01-31 02:51:25
414,Likasi,-10.9814,26.7333,61.95,99,100,1.99,CD,2022-01-31 02:51:25
415,Pemangkat,1.1667,108.9667,81.12,75,100,6.62,ID,2022-01-31 02:51:26
416,Ketchikan,55.3422,-131.6461,35.58,93,100,4.61,US,2022-01-31 02:51:26
417,Goose Creek,32.981,-80.0326,49.89,66,0,3.0,US,2022-01-31 02:51:27
418,Awjilah,29.1081,21.2869,53.42,63,76,14.41,LY,2022-01-31 02:51:27
419,Kieta,-6.2167,155.6333,85.96,69,100,8.12,PG,2022-01-31 02:50:56
420,Hudson Bay,52.85,-102.3842,14.86,98,100,4.5,CA,2022-01-31 02:51:28
421,Ostrov,57.3439,28.3537,31.73,99,100,1.92,RU,2022-01-31 02:51:28
422,Fukue,32.6881,128.8419,46.76,53,20,11.5,JP,2022-01-31 02:51:29
423,Naliya,23.2667,68.8333,68.68,90,0,7.74,IN,2022-01-31 02:51:30
424,Buala,-8.145,159.5921,84.7,72,100,3.51,SB,2022-01-31 02:51:30
425,Caborca,30.5838,-111.101,56.77,29,0,5.7,MX,2022-01-31 02:51:30
426,Vanavara,60.34,102.2797,-9.24,96,99,2.44,RU,2022-01-31 02:51:31
427,Port Hardy,50.6996,-127.4199,39.76,87,75,6.91,CA,2022-01-31 02:51:31
428,Usinsk,65.9939,57.5281,9.0,93,100,12.33,RU,2022-01-31 02:51:32
429,Ocos,14.5094,-92.1933,80.01,68,14,4.79,GT,2022-01-31 02:51:32
430,Harper,4.375,-7.7169,77.9,86,59,2.04,LR,2022-01-31 02:51:33
431,Ambilobe,-13.2,49.05,73.58,95,73,1.01,MG,2022-01-31 02:51:33
432,Lorengau,-2.0226,147.2712,81.45,81,100,17.2,PG,2022-01-31 02:51:33
433,Altay,47.8667,88.1167,6.48,61,76,5.21,CN,2022-01-31 02:51:34
434,Harrisonburg,38.4496,-78.8689,23.61,69,0,0.0,US,2022-01-31 02:48:08
435,Gigmoto,13.7796,124.39,79.36,84,69,12.12,PH,2022-01-31 02:51:35
436,Pudozh,61.8099,36.5345,14.86,94,100,6.73,RU,2022-01-31 02:51:35
437,Ilorin,8.5,4.55,70.16,40,83,5.75,NG,2022-01-31 02:51:36
438,Baykit,61.67,96.37,-5.58,100,97,0.56,RU,2022-01-31 02:51:36
439,Saint-Pierre,-21.3393,55.4781,74.88,73,75,5.75,RE,2022-01-31 02:51:36
440,Chulym,55.0997,80.9572,8.78,97,83,8.72,RU,2022-01-31 02:51:37
441,Tilik,13.8144,120.2002,81.18,76,47,22.46,PH,2022-01-31 02:51:37
442,Sembe,1.6481,14.5806,66.99,33,99,1.21,CG,2022-01-31 02:51:37
443,Nagram,26.6167,81.1333,50.05,63,0,2.75,IN,2022-01-31 02:51:38
444,Schwedt,53.0596,14.2815,39.78,87,100,9.51,DE,2022-01-31 02:51:38
445,Fallon,39.4735,-118.7774,37.45,45,20,6.91,US,2022-01-31 02:51:39
446,Berlevag,70.8578,29.0864,28.51,65,87,5.86,NO,2022-01-31 02:51:39
447,Talara,-4.5772,-81.2719,71.42,83,100,9.01,PE,2022-01-31 02:51:40
448,Ca Mau,9.1769,105.15,87.55,48,2,12.68,VN,2022-01-31 02:51:40
449,Povenets,62.8487,34.8262,12.83,96,100,4.72,RU,2022-01-31 02:51:40
450,Esna,25.2934,32.554,46.42,51,44,7.58,EG,2022-01-31 02:51:41
451,Svetlaya,46.5389,138.3297,14.2,54,20,4.76,RU,2022-01-31 02:51:41
452,Abu Dhabi,24.4667,54.3667,66.96,83,0,3.44,AE,2022-01-31 02:48:02
453,Chernyshevskiy,63.0128,112.4714,-11.51,97,94,2.08,RU,2022-01-31 02:51:42
454,Kavaratti,10.5669,72.642,81.28,73,2,8.52,IN,2022-01-31 02:51:42
455,Saravan,39.7196,45.6483,16.39,93,98,3.47,AM,2022-01-31 02:51:43
456,Xining,36.6167,101.7667,13.8,58,94,1.03,CN,2022-01-31 02:51:43
457,Puerto Quijarro,-17.7833,-57.7667,72.48,99,65,2.89,BO,2022-01-31 02:51:43
458,Troitskoye,52.9821,84.6757,0.9,98,45,4.45,RU,2022-01-31 02:51:44
459,Merrill,45.1805,-89.6835,18.37,90,0,0.0,US,2022-01-31 02:52:44
